timestamp,ankle_acc_x,ankle_acc_y,ankle_acc_z,ankle_gyr_x,ankle_gyr_y,ankle_gyr_z,ankle_lux,pocket_acc_x,pocket_acc_y,pocket_acc_z,pocket_gyr_x,pocket_gyr_y,pocket_gyr_z,pocket_lux,belt_acc_x,belt_acc_y,belt_acc_z,belt_gyr_x,belt_gyr_y,belt_gyr_z,belt_lux,neck_acc_x,neck_acc_y,neck_acc_z,neck_gyr_x,neck_gyr_y,neck_gyr_z,neck_lux,wrist_acc_x,wrist_acc_y,wrist_acc_z,wrist_gyr_x,wrist_gyr_y,wrist_gyr_z,wrist_lux,brain,ir1,ir2,ir3,ir4,ir5,ir6,csv_subject,csv_activity,csv_trial,extra,subject_id,activity_id,trial_id,activity_name,label
2018-07-04T12:27:01.939165,0.2,0.962,0.058,-0.854,1.098,-0.427,1.774,-0.184,0.526,0.906,-0.305,-1.159,-0.122,0.0,-0.198,-0.381,0.969,-1.585,0.732,0.122,1014.757,-0.268,0.166,0.922,0.671,-2.439,0.549,1767.077,0.507,0.065,0.921,-1.341,1.524,1.037,593.357,105,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:01.979772,0.2,0.962,0.058,-0.488,0.732,-0.183,1.774,-0.184,0.526,0.906,-0.183,-1.159,-0.061,0.0,-0.205,-0.394,0.971,-1.402,0.854,0.061,1014.757,-0.261,0.167,0.919,-0.244,-4.268,0.488,1767.077,0.499,0.06,0.92,-2.195,0.915,1.463,593.357,198,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.027122,0.202,0.972,0.057,0.061,0.488,-0.061,1.774,-0.183,0.53,0.905,-0.61,-0.793,-0.305,0.0,-0.205,-0.394,0.971,-0.61,0.732,0.305,1014.757,-0.261,0.167,0.919,-0.061,-4.329,0.488,1779.543,0.499,0.06,0.92,-3.171,-0.122,1.829,601.914,276,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.075251,0.202,0.972,0.057,0.122,0.366,0.366,1.774,-0.183,0.53,0.905,-0.732,-0.61,-0.427,0.0,-0.202,-0.389,0.973,-0.366,0.793,0.061,1014.757,-0.248,0.169,0.922,0.183,-0.976,0.122,1779.543,0.504,0.046,0.922,-2.561,0.122,1.829,601.914,245,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.119868,0.204,0.969,0.054,-0.549,0.427,0.366,1.774,-0.187,0.529,0.909,-0.732,-0.854,-0.366,0.0,-0.205,-0.392,0.97,-1.402,0.976,0.0,1014.757,-0.251,0.167,0.919,0.488,-0.854,0.122,1779.543,0.504,0.046,0.922,-1.585,0.549,1.524,601.914,-259,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.166995,0.202,0.966,0.058,-0.915,0.671,-0.183,1.774,-0.182,0.529,0.905,-0.366,-1.159,-0.183,0.0,-0.205,-0.392,0.97,-1.463,1.037,-0.061,1014.757,-0.251,0.167,0.919,1.585,-1.402,1.098,1779.543,0.509,0.05,0.921,-1.402,0.183,1.037,601.914,-214,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.245204,0.203,0.971,0.057,-0.366,0.427,0.305,1.774,-0.184,0.529,0.906,-0.793,-1.037,-0.488,0.0,-0.205,-0.396,0.971,-0.488,0.732,0.183,1014.757,-0.253,0.167,0.924,0.61,0.976,-0.732,1779.543,0.507,0.048,0.918,-1.829,0.61,1.037,601.914,72,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.546518,0.201,0.964,0.056,0.183,0.549,0.0,1.774,-0.182,0.525,0.909,0.122,-1.037,-0.061,0.0,-0.21,-0.407,0.964,-2.256,1.829,-0.244,1014.757,-0.243,0.165,0.926,0.61,-1.037,-0.061,1779.543,0.5,0.038,0.92,-1.463,0.793,0.915,601.914,112,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.589633,0.204,0.974,0.056,0.122,0.366,0.183,1.774,-0.182,0.53,0.905,-0.244,-0.793,-0.183,0.0,-0.208,-0.404,0.967,-0.183,1.037,0.122,1014.757,-0.235,0.166,0.923,0.915,0.183,0.488,1779.543,0.5,0.038,0.92,-2.561,-0.183,1.524,601.914,121,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.638437,0.204,0.974,0.056,-0.427,0.488,0.244,1.774,-0.187,0.53,0.909,-0.915,-0.854,-0.366,0.0,-0.208,-0.404,0.967,-0.305,0.854,0.0,1014.757,-0.235,0.166,0.923,0.0,1.22,0.732,1779.543,0.505,0.019,0.924,-1.89,0.244,1.707,601.914,132,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.684558,0.204,0.967,0.055,-1.22,0.671,0.122,1.774,-0.187,0.53,0.909,-0.671,-1.098,-0.244,0.0,-0.212,-0.406,0.964,-1.037,0.915,0.183,1014.757,-0.244,0.168,0.924,0.122,0.366,0.488,1779.543,0.505,0.019,0.924,-1.037,0.671,1.524,601.914,304,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.731182,0.201,0.965,0.058,-0.915,0.61,-0.122,1.774,-0.183,0.528,0.907,-0.549,-1.22,-0.122,0.0,-0.212,-0.406,0.964,-0.976,1.098,0.183,1014.757,-0.244,0.168,0.924,0.732,-0.793,0.244,1779.543,0.507,0.027,0.924,-0.61,0.732,1.22,601.914,332,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.780673,0.201,0.965,0.058,-0.244,0.244,0.427,1.774,-0.183,0.528,0.907,-0.732,-0.976,-0.244,0.0,-0.214,-0.407,0.962,-0.366,1.159,0.244,1014.757,-0.237,0.167,0.924,1.524,-1.402,0.976,1779.543,0.505,0.021,0.921,-1.707,0.244,1.037,601.914,141,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.822784,0.205,0.971,0.057,-0.183,0.366,0.427,1.774,-0.185,0.527,0.906,-0.854,-0.793,-0.427,0.0,-0.214,-0.407,0.962,-0.61,0.976,0.183,1014.757,-0.237,0.167,0.924,0.366,0.732,0.427,1779.543,0.505,0.021,0.921,-0.671,0.671,0.793,601.914,-85,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.872079,0.205,0.971,0.057,-0.671,0.61,0.0,1.774,-0.185,0.527,0.906,-1.037,-0.854,-0.488,0.0,-0.217,-0.408,0.962,-0.915,1.28,0.122,1014.757,-0.239,0.161,0.93,-1.829,-6.098,0.122,1779.543,0.502,0.025,0.922,-0.61,0.671,1.098,601.914,-165,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.919705,0.202,0.965,0.056,-1.159,0.854,-0.183,1.774,-0.184,0.526,0.91,-0.549,-1.098,-0.244,0.0,-0.22,-0.413,0.965,-0.793,1.037,0.122,1014.757,-0.221,0.164,0.919,0.244,0.671,2.378,1779.543,0.502,0.025,0.922,-0.854,0.915,1.341,601.914,-77,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:02.980866,0.206,0.97,0.058,-0.305,0.244,0.549,1.774,-0.184,0.527,0.909,-0.549,-0.854,-0.244,0.0,-0.22,-0.413,0.965,0.366,0.305,0.244,1014.757,-0.221,0.164,0.919,2.012,0.61,-0.488,1779.543,0.51,0.013,0.925,-2.744,0.122,1.585,601.914,236,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.031500,0.206,0.97,0.058,-0.183,0.732,-0.366,1.774,-0.183,0.527,0.907,-0.305,-0.854,-0.183,0.0,-0.214,-0.41,0.958,-0.976,0.732,0.183,1032.608,-0.232,0.169,0.93,0.061,0.427,-0.427,1779.543,0.507,0.015,0.927,0.61,1.037,0.732,601.914,96,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.085643,0.202,0.965,0.056,-0.183,1.098,-0.732,1.774,-0.183,0.527,0.907,-0.061,-0.976,-0.183,0.0,-0.218,-0.415,0.958,-1.098,1.341,0.0,1032.608,-0.233,0.162,0.929,0.671,0.061,0.0,1779.543,0.507,0.015,0.927,0.488,1.585,0.427,601.914,-182,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.142794,0.202,0.971,0.057,-0.366,0.427,0.122,1.774,-0.184,0.528,0.906,-0.183,-1.037,-0.244,0.0,-0.218,-0.415,0.958,-0.244,1.159,0.244,1032.608,-0.233,0.162,0.929,0.244,-1.22,0.061,1779.543,0.499,0.021,0.923,-1.707,-0.061,1.22,601.914,-140,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.189919,0.202,0.971,0.057,-0.427,0.427,0.244,1.774,-0.188,0.528,0.909,-0.854,-0.732,-0.305,0.0,-0.218,-0.413,0.961,0.0,0.793,0.122,1032.608,-0.228,0.165,0.923,0.732,0.671,0.305,1779.543,0.502,0.003,0.928,-1.585,0.122,1.463,601.914,-5,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.234537,0.203,0.967,0.057,-0.854,0.549,0.244,1.774,-0.188,0.528,0.909,-0.793,-0.976,-0.366,0.0,-0.22,-0.415,0.958,-0.488,0.793,0.122,1032.608,-0.234,0.167,0.927,-0.244,1.28,0.671,1779.543,0.502,0.003,0.928,-0.732,0.488,1.159,601.914,12,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.278206,0.203,0.967,0.057,-0.976,0.61,0.061,1.774,-0.183,0.526,0.908,-0.549,-1.159,-0.183,0.0,-0.22,-0.415,0.958,-0.488,0.732,0.305,1032.608,-0.234,0.167,0.927,0.305,0.854,-0.061,1779.543,0.506,0.011,0.926,0.366,0.61,0.732,601.914,96,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.322321,0.202,0.966,0.058,-0.671,0.61,-0.122,1.774,-0.183,0.526,0.908,-0.549,-1.037,-0.244,0.0,-0.219,-0.418,0.958,0.0,0.671,0.305,1032.608,-0.231,0.164,0.927,1.341,-0.366,0.976,1779.543,0.506,0.011,0.926,0.0,0.427,0.488,601.914,85,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.385488,0.205,0.972,0.058,-0.366,0.366,0.366,1.774,-0.184,0.529,0.907,-0.854,-0.854,-0.427,0.0,-0.219,-0.418,0.958,0.366,0.671,0.244,1032.608,-0.238,0.163,0.934,0.793,1.829,0.305,1779.543,0.506,0.015,0.926,-1.159,0.427,0.732,601.914,192,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.433116,0.205,0.972,0.058,-0.854,0.671,0.061,1.774,-0.185,0.527,0.91,-1.037,-0.854,-0.366,0.0,-0.221,-0.416,0.958,0.0,0.793,0.305,1032.608,-0.238,0.163,0.934,-1.159,-3.171,-0.671,1779.543,0.502,0.009,0.924,-0.549,0.549,0.671,601.914,106,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.479235,0.201,0.966,0.057,-1.22,0.793,-0.183,1.774,-0.185,0.527,0.91,-0.793,-1.037,-0.305,0.0,-0.225,-0.419,0.959,-0.244,0.793,0.244,1032.608,-0.216,0.164,0.919,-0.915,-2.195,1.098,1779.543,0.502,0.009,0.924,-0.061,0.61,0.732,601.914,56,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.527863,0.201,0.966,0.057,-0.854,0.671,0.061,1.774,-0.185,0.525,0.908,-0.549,-1.098,-0.183,0.0,-0.225,-0.419,0.959,0.427,0.366,0.305,1032.608,-0.216,0.164,0.919,1.89,4.817,1.341,1779.543,0.509,0.002,0.93,-1.585,0.183,0.976,601.914,90,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.573484,0.206,0.969,0.059,0.0,0.427,0.183,1.774,-0.185,0.525,0.908,-0.671,-0.854,-0.244,0.0,-0.22,-0.417,0.958,0.671,-0.366,0.244,1032.608,-0.236,0.167,0.928,1.585,5.732,-0.488,1779.543,0.509,0.002,0.93,-2.439,-0.183,0.61,601.914,105,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.619607,0.203,0.967,0.056,-0.122,0.976,-0.854,1.774,-0.184,0.528,0.908,-0.305,-0.549,-0.366,0.0,-0.22,-0.417,0.958,0.244,-0.244,0.305,1032.608,-0.236,0.167,0.928,0.427,6.463,0.671,1779.543,0.509,0.001,0.927,1.28,0.244,-0.549,601.914,259,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.693300,0.201,0.97,0.058,-0.488,0.61,-0.061,1.774,-0.184,0.526,0.908,0.122,-0.976,-0.183,0.0,-0.221,-0.42,0.955,0.427,0.366,0.183,1032.608,-0.246,0.163,0.928,1.28,5.427,0.183,1779.543,0.499,0.02,0.923,1.707,0.854,-1.037,601.914,139,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.748446,0.201,0.97,0.058,-0.244,0.366,0.244,1.774,-0.186,0.528,0.907,-0.488,-0.671,-0.305,0.0,-0.221,-0.418,0.958,0.854,0.305,0.366,1032.608,-0.25,0.167,0.921,1.159,3.659,0.061,1779.543,0.504,0.003,0.925,0.427,-0.671,-0.122,601.914,-234,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.798077,0.204,0.968,0.056,-0.305,0.366,0.366,1.774,-0.186,0.528,0.907,-0.671,-0.793,-0.305,0.0,-0.22,-0.417,0.957,0.549,0.183,0.122,1032.608,-0.257,0.17,0.919,0.244,5.061,-0.366,1779.543,0.504,0.003,0.925,1.22,0.0,-0.122,601.914,-187,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.847708,0.204,0.968,0.056,-0.671,0.549,0.122,1.774,-0.185,0.528,0.909,-0.61,-1.037,-0.305,0.0,-0.22,-0.417,0.957,0.305,0.061,0.244,1032.608,-0.257,0.17,0.919,-0.183,4.634,-0.366,1779.543,0.508,0.006,0.927,2.012,0.061,-0.732,601.914,-202,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.889319,0.202,0.966,0.055,-0.854,0.732,-0.244,1.774,-0.185,0.528,0.909,-0.488,-1.22,-0.183,0.0,-0.221,-0.422,0.958,0.671,0.061,0.366,1032.608,-0.265,0.166,0.917,0.915,3.11,-0.976,1779.543,0.508,0.006,0.927,3.476,0.183,-1.463,601.914,-134,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.932432,0.202,0.966,0.055,-0.549,0.61,-0.244,1.774,-0.182,0.529,0.907,-0.488,-1.037,-0.183,0.0,-0.221,-0.422,0.958,1.28,0.061,0.427,1032.608,-0.265,0.166,0.917,1.037,1.463,-0.366,1779.543,0.505,0.024,0.924,3.598,0.183,-1.89,601.914,-130,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:03.999610,0.202,0.972,0.057,-0.61,0.488,0.427,1.774,-0.186,0.528,0.909,-0.732,-0.854,-0.488,0.0,-0.22,-0.416,0.959,1.28,-0.183,0.366,1032.608,-0.263,0.165,0.923,0.976,5.244,-0.305,1779.543,0.505,0.026,0.921,1.646,-0.183,-1.098,601.914,125,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.042723,0.204,0.968,0.057,-1.159,0.732,0.0,1.774,-0.186,0.528,0.909,-0.915,-0.976,-0.366,0.0,-0.223,-0.418,0.958,1.159,-0.183,0.427,1032.608,-0.262,0.163,0.922,-0.427,-1.22,-0.549,1746.901,0.505,0.026,0.921,2.927,-0.183,-1.098,586.755,68,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.089346,0.204,0.968,0.057,-1.28,0.915,-0.427,1.774,-0.181,0.524,0.909,-0.854,-1.098,-0.366,0.0,-0.223,-0.418,0.958,1.159,-0.366,0.366,1032.608,-0.262,0.163,0.922,-1.463,-3.598,0.976,1746.901,0.506,0.021,0.924,1.646,-0.122,-0.61,586.755,162,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.138977,0.203,0.966,0.059,0.305,0.122,0.61,1.774,-0.184,0.526,0.909,-0.61,-0.854,-0.366,0.0,-0.222,-0.417,0.961,2.5,-0.976,0.488,1032.608,-0.258,0.165,0.91,1.646,3.232,0.244,1746.901,0.506,0.021,0.924,2.012,0.061,-0.854,586.755,80,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.182592,0.204,0.971,0.056,0.061,0.488,-0.244,1.774,-0.184,0.526,0.909,-0.305,-0.549,-0.488,0.0,-0.222,-0.417,0.961,3.049,-2.012,0.549,1032.608,-0.271,0.169,0.922,-0.427,2.744,1.037,1746.901,0.51,0.019,0.919,3.354,0.0,-1.585,586.755,197,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.229216,0.204,0.971,0.056,-0.244,1.098,-0.915,1.774,-0.184,0.526,0.908,-0.183,-0.915,-0.244,0.0,-0.216,-0.412,0.958,1.524,-0.854,0.366,1032.608,-0.271,0.169,0.922,1.22,3.232,-0.061,1746.901,0.506,0.048,0.922,4.207,0.793,-2.195,586.755,214,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.283498,0.201,0.967,0.055,-0.488,0.976,-0.427,1.774,-0.184,0.526,0.908,0.183,-1.037,-0.244,0.0,-0.217,-0.413,0.963,2.134,-0.976,0.427,1032.608,-0.278,0.163,0.917,0.122,1.341,-0.122,1746.901,0.506,0.048,0.922,2.622,0.976,-1.524,586.755,145,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.326111,0.201,0.967,0.055,-0.366,0.549,0.0,1.774,-0.185,0.527,0.907,0.0,-0.976,-0.183,0.0,-0.217,-0.413,0.963,2.683,-0.976,0.732,1032.608,-0.278,0.163,0.917,-0.122,-1.829,0.549,1746.901,0.5,0.034,0.921,1.098,-0.061,-0.671,586.755,41,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.370729,0.203,0.971,0.055,-0.061,0.366,0.244,1.774,-0.185,0.527,0.907,-0.305,-0.671,-0.305,0.0,-0.211,-0.406,0.965,2.866,-1.098,0.61,1032.608,-0.266,0.165,0.915,0.793,0.915,0.061,1746.901,0.5,0.034,0.921,1.159,-0.671,-0.427,586.755,-109,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.418354,0.204,0.968,0.056,-0.976,0.549,0.244,1.774,-0.188,0.531,0.908,-0.732,-1.037,-0.366,0.0,-0.211,-0.406,0.965,2.622,-1.159,0.427,1032.608,-0.275,0.169,0.915,-0.122,2.683,-0.122,1746.901,0.507,0.033,0.924,3.049,0.0,-0.976,586.755,-66,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.464476,0.204,0.968,0.056,-1.159,0.732,-0.305,1.774,-0.183,0.528,0.906,-0.549,-1.098,-0.244,0.0,-0.213,-0.407,0.964,2.317,-1.098,0.671,1032.608,-0.275,0.169,0.915,0.427,0.427,-0.122,1746.901,0.507,0.033,0.924,3.659,0.183,-1.463,586.755,43,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.513104,0.202,0.967,0.057,-0.671,0.549,-0.122,1.774,-0.183,0.528,0.906,-0.488,-1.037,-0.244,0.0,-0.209,-0.406,0.965,3.171,-1.159,0.671,1032.608,-0.271,0.165,0.916,1.463,0.915,0.549,1746.901,0.509,0.052,0.918,3.415,-0.061,-1.89,586.755,6,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.564307,0.202,0.967,0.057,-0.244,0.305,0.244,1.774,-0.183,0.528,0.906,-0.671,-0.976,-0.366,0.0,-0.209,-0.406,0.965,3.354,-1.159,0.671,1032.608,-0.271,0.165,0.916,1.037,3.11,-0.183,1746.901,0.506,0.057,0.916,2.805,0.0,-1.707,586.755,163,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.625970,0.203,0.97,0.056,-0.61,0.793,-0.61,1.774,-0.183,0.528,0.91,-0.915,-0.854,-0.488,0.0,-0.211,-0.4,0.968,3.841,-1.341,0.854,1032.608,-0.286,0.161,0.92,-1.22,-4.695,-0.366,1746.901,0.506,0.057,0.916,3.11,0.183,-1.402,586.755,-81,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.672593,0.201,0.966,0.057,-0.793,0.793,-0.305,1.774,-0.183,0.528,0.91,-0.671,-1.098,-0.488,0.0,-0.21,-0.395,0.973,3.293,-1.22,0.732,1032.608,-0.261,0.162,0.906,-0.183,-3.354,1.829,1746.901,0.506,0.06,0.919,0.671,0.244,0.061,586.755,-77,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.715708,0.201,0.966,0.057,-0.366,0.366,0.671,1.774,-0.185,0.526,0.909,-0.427,-1.098,-0.305,0.0,-0.21,-0.395,0.973,4.329,-1.341,0.854,1032.608,-0.261,0.162,0.906,1.707,0.427,-0.122,1746.901,0.512,0.049,0.916,-0.427,-0.061,0.427,586.755,-117,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.761828,0.206,0.97,0.056,-0.61,0.366,0.61,1.774,-0.185,0.526,0.909,-0.732,-0.671,-0.488,0.0,-0.203,-0.385,0.966,2.378,-1.707,0.488,1032.608,-0.27,0.169,0.919,0.793,-1.463,0.793,1746.901,0.512,0.049,0.916,0.122,-0.183,0.061,586.755,11,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.811459,0.206,0.97,0.056,-0.732,0.976,-0.488,1.774,-0.186,0.528,0.906,-0.244,-0.915,0.061,0.0,-0.203,-0.385,0.966,0.305,-0.671,0.427,1032.608,-0.27,0.169,0.919,0.244,-0.61,0.854,1746.901,0.51,0.065,0.919,1.463,0.793,-0.549,586.755,28,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.867608,0.2,0.964,0.057,0.061,0.61,-0.244,1.774,-0.18,0.527,0.909,0.061,-0.976,0.061,0.0,-0.206,-0.399,0.969,1.037,0.122,0.427,1032.608,-0.271,0.164,0.921,-0.305,-4.573,0.671,1746.901,0.51,0.065,0.919,0.488,1.463,-0.427,586.755,139,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.917238,0.201,0.973,0.056,0.305,0.366,0.0,1.774,-0.18,0.527,0.909,-0.183,-0.793,-0.244,0.0,-0.2,-0.393,0.972,0.854,0.183,0.366,1032.608,-0.256,0.163,0.92,0.061,-5.244,0.854,1746.901,0.498,0.064,0.915,-2.622,-0.305,1.524,586.755,91,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:04.978904,0.201,0.973,0.056,-0.061,0.366,0.305,1.774,-0.185,0.533,0.908,-0.793,-0.793,-0.427,0.0,-0.2,-0.393,0.972,0.244,0.366,0.122,1032.608,-0.255,0.167,0.921,-0.061,-2.012,0.0,1746.901,0.506,0.042,0.918,-2.439,-0.305,1.89,586.755,224,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.177941,0.204,0.972,0.058,-0.366,0.366,0.366,1.774,-0.185,0.528,0.911,-1.037,-0.854,-0.427,0.0,-0.208,-0.398,0.968,-0.61,1.037,0.183,1015.605,-0.257,0.165,0.93,-0.061,-2.317,-0.488,1746.901,0.507,0.048,0.921,-1.768,0.732,1.037,586.755,52,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.213535,0.204,0.972,0.058,-0.732,0.61,-0.122,1.774,-0.185,0.528,0.911,-1.037,-0.976,-0.488,0.0,-0.208,-0.398,0.968,-0.854,1.22,0.122,1015.605,-0.23,0.16,0.918,-1.22,-6.646,0.305,1746.901,0.504,0.047,0.92,-1.402,0.427,1.341,586.755,88,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.262665,0.199,0.965,0.056,-0.427,0.549,0.305,1.774,-0.184,0.525,0.91,-0.732,-1.098,-0.305,0.0,-0.214,-0.402,0.969,-0.427,0.976,0.061,1015.605,-0.23,0.16,0.918,1.524,0.244,1.037,1746.901,0.504,0.047,0.92,-2.012,0.732,1.768,586.755,44,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.312797,0.206,0.971,0.059,-0.061,0.183,0.671,1.774,-0.184,0.525,0.91,-0.61,-0.976,-0.183,0.0,-0.208,-0.398,0.964,0.0,0.122,0.122,1015.605,-0.24,0.167,0.923,1.768,0.061,-0.671,1746.901,0.511,0.029,0.92,-3.78,0.061,2.073,586.755,66,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.354407,0.206,0.971,0.059,-0.122,0.732,-0.244,1.774,-0.185,0.528,0.907,-0.488,-0.488,-0.366,0.0,-0.208,-0.398,0.964,-1.037,0.244,0.061,1015.605,-0.24,0.167,0.923,-0.671,0.061,1.037,1746.901,0.511,0.031,0.925,-0.793,1.098,1.098,586.755,86,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.401531,0.201,0.965,0.055,-0.183,1.098,-0.793,1.774,-0.182,0.526,0.908,-0.122,-1.037,-0.122,0.0,-0.21,-0.406,0.963,-2.195,1.524,-0.183,1015.605,-0.246,0.163,0.929,1.28,-0.366,-0.366,1746.901,0.511,0.031,0.925,-0.61,1.89,0.549,586.755,40,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.451163,0.201,0.965,0.055,-0.366,0.854,-0.305,1.774,-0.182,0.526,0.908,0.0,-1.037,-0.122,0.0,-0.21,-0.406,0.963,-1.463,1.646,-0.061,1015.605,-0.237,0.164,0.925,0.305,-3.171,0.305,1746.901,0.497,0.039,0.922,-1.22,1.585,0.915,586.755,37,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.494778,0.202,0.973,0.056,-0.305,0.488,0.122,1.774,-0.186,0.531,0.907,-0.366,-0.793,-0.305,0.0,-0.211,-0.407,0.968,-0.732,1.402,0.183,1015.605,-0.237,0.164,0.925,0.976,-0.976,0.732,1746.901,0.497,0.039,0.922,-2.378,-0.061,1.463,586.755,102,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
2018-07-04T12:27:05.626635,0.202,0.965,0.057,-0.976,0.671,-0.183,1.774,-0.187,0.53,0.909,-0.732,-1.159,-0.244,0.0,-0.215,-0.412,0.962,-1.037,0.976,0.183,1015.605,-0.239,0.166,0.922,0.671,0.183,0.305,1746.901,0.509,0.021,0.922,-1.159,0.732,1.341,586.755,-35,1,1,0,1,0,0,1,11,3,11,1,11,3,Jumping,0
