kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,activity,label
0.84830135,0.30194935,0.8725686,0.33465758,0.8229763,0.34593025,0.877119,0.43451795,0.8462464,0.4433844,0.9139824,0.48755446,0.8946086,0.4953107,0.9285909,0.6020537,0.9205605,0.60469687,0.8477725,0.3402939,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.847921,0.30212,0.8745524,0.3360772,0.82305187,0.3463366,0.88105327,0.4390421,0.84847623,0.4469332,0.91740286,0.48710766,0.89365435,0.49530005,0.9316473,0.6034068,0.92353123,0.6044641,0.84880215,0.3412069,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.848152,0.3020952,0.87555856,0.33619523,0.82158566,0.3461259,0.88144296,0.43966264,0.8461544,0.4475898,0.9233286,0.4824654,0.88968515,0.49142724,0.93378156,0.6001775,0.91387314,0.60275346,0.84857213,0.34116057,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.848152,0.3020952,0.87555856,0.33619523,0.82158566,0.3461259,0.88144296,0.43966264,0.8461544,0.4475898,0.9233286,0.4824654,0.88968515,0.49142724,0.93378156,0.6001775,0.91387314,0.60275346,0.84857213,0.34116057,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.84971553,0.3034324,0.87306017,0.33497497,0.82152003,0.34508526,0.87928957,0.43897033,0.8460229,0.44744164,0.92335385,0.48241884,0.89409924,0.49208766,0.9319445,0.6014544,0.9158907,0.60523194,0.8472901,0.34003013,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.22081803,0.2496912,0.22277151,0.33666408,0.16406633,0.35764158,0.23142329,0.5377491,0.19584413,0.55302536,0.24636613,0.65506214,0.2226343,0.67754734,0.20781076,0.7683546,0.19470152,0.8033463,0.19341892,0.34715283,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.21961954,0.23455586,0.22173047,0.32581243,0.15979591,0.34668046,0.23174472,0.5279574,0.19427393,0.54329866,0.2447578,0.64864224,0.2184939,0.6718376,0.21104257,0.7638114,0.19654624,0.79959404,0.19076319,0.33624643,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8584884,0.30292714,0.87113255,0.33478057,0.81941015,0.34602842,0.88087857,0.4390227,0.84725904,0.44875437,0.9271948,0.47862488,0.8946331,0.49097234,0.93331796,0.59495527,0.91450065,0.60165817,0.84527135,0.3404045,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86066085,0.30256364,0.8702224,0.33588755,0.8195967,0.3461502,0.8806879,0.43775892,0.8482458,0.4470919,0.9238426,0.47659698,0.8946418,0.48833787,0.9326849,0.5942037,0.91897935,0.60034806,0.84490955,0.34101886,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86080563,0.30274507,0.8701478,0.3346387,0.8194561,0.34573114,0.88004154,0.43794802,0.8472234,0.44741252,0.9216523,0.48001075,0.89013875,0.49238187,0.93075943,0.59537256,0.9126038,0.6028802,0.84480196,0.34018493,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8613171,0.30361584,0.8699838,0.33488113,0.8193621,0.34532732,0.8794324,0.43675214,0.84705955,0.44582158,0.91919434,0.47727105,0.8910098,0.4886986,0.9276044,0.59359354,0.9149694,0.59986675,0.8446729,0.34010422,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.2106428,0.20080394,0.2095369,0.28531334,0.14964919,0.3099392,0.21799861,0.5044544,0.18176284,0.5204512,0.22586094,0.64286554,0.20216262,0.6675022,0.19487901,0.7657134,0.18222211,0.80276465,0.17959304,0.29762626,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.21269475,0.2178383,0.21263717,0.3079187,0.14855468,0.33226052,0.22316734,0.5191898,0.18334058,0.53562176,0.23749928,0.64943945,0.20473996,0.6767145,0.19559954,0.7613078,0.17585757,0.80482775,0.18059593,0.3200896,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.21046655,0.24797486,0.22061281,0.33700666,0.15026829,0.36219504,0.2164561,0.54348886,0.17216103,0.55927837,0.24237227,0.6583809,0.20705707,0.68477875,0.19007586,0.76123744,0.1744172,0.80059946,0.18544054,0.34960085,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.21055157,0.25529587,0.22142437,0.34003028,0.15238489,0.36692968,0.21497777,0.5422603,0.17184703,0.55838084,0.24227558,0.65475106,0.21024373,0.68152463,0.18927582,0.7603225,0.17606728,0.7985819,0.18690464,0.35347998,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.20911904,0.25027004,0.22083817,0.3353522,0.14988075,0.3612378,0.21681324,0.53953415,0.17257352,0.55494666,0.2373523,0.659012,0.20723246,0.68411744,0.1869273,0.7639878,0.1772735,0.797487,0.18535946,0.348295,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.20808576,0.2175204,0.21567564,0.30694535,0.14494391,0.33274013,0.2196536,0.5085001,0.17535873,0.524678,0.2310407,0.6395556,0.19563708,0.66601235,0.20117281,0.7655677,0.18285118,0.80137724,0.18030977,0.31984276,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8611051,0.30695504,0.8699464,0.33284798,0.8185297,0.34342366,0.87949705,0.43568256,0.8458466,0.44517946,0.9238125,0.4765451,0.8902184,0.48855752,0.9305305,0.5933996,0.9107025,0.6006113,0.84423804,0.33813584,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86060995,0.3081179,0.8687196,0.33380136,0.81881523,0.34352675,0.8769097,0.43668294,0.8447526,0.44517037,0.91550416,0.48232913,0.8884439,0.49229106,0.9286092,0.59955454,0.916697,0.6026227,0.8437674,0.33866405,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8598982,0.3079487,0.8694933,0.33338994,0.8194559,0.34329313,0.8776857,0.4367009,0.8444619,0.44525108,0.91963524,0.48170683,0.8849431,0.49191704,0.93003047,0.6002889,0.90409565,0.604397,0.8444746,0.33834153,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8602459,0.30749023,0.86973184,0.3327327,0.8183079,0.3429934,0.87906486,0.43620893,0.8452897,0.44539896,0.92375225,0.47799546,0.8905538,0.489622,0.9304941,0.59600395,0.9114472,0.60119224,0.8440199,0.33786306,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.21880746,0.23922874,0.22197855,0.3278568,0.15886739,0.3501237,0.22995715,0.5349677,0.19230504,0.54882574,0.23577681,0.6625664,0.22260909,0.6835236,0.18967645,0.7615757,0.19602974,0.794447,0.19042297,0.33899027,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.21891211,0.24520822,0.2237468,0.33720183,0.16059826,0.35838187,0.23032732,0.54179925,0.19174698,0.55504483,0.24016885,0.6667173,0.220807,0.6870929,0.19684027,0.76641047,0.19275379,0.7975338,0.19217253,0.34779185,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.21992259,0.23328853,0.22779444,0.31995907,0.15885162,0.34012726,0.23355852,0.5259887,0.19135821,0.5390773,0.23604615,0.6563109,0.20600279,0.6766753,0.19979519,0.76720434,0.18666832,0.79702705,0.19332303,0.33004317,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.21809196,0.21754895,0.2235822,0.30760852,0.15865192,0.3221812,0.23739253,0.5138262,0.19724385,0.52448344,0.23240438,0.6523738,0.20743716,0.66907585,0.20938395,0.7660879,0.19743662,0.7953026,0.19111705,0.31489486,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8616325,0.3062984,0.8698204,0.334119,0.81831545,0.34432256,0.8802668,0.43755051,0.8469984,0.44665202,0.9222757,0.477549,0.89267534,0.4888444,0.93145,0.5971198,0.91907567,0.60165954,0.84406793,0.33922076,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8613804,0.30617282,0.8695758,0.33432758,0.8194637,0.3438138,0.87867755,0.43722177,0.8456578,0.44550982,0.9196774,0.4804572,0.88624173,0.49060908,0.9293748,0.5983868,0.9071997,0.6019339,0.84451973,0.33907068,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86151403,0.30689985,0.8693983,0.3341902,0.8194985,0.34328958,0.8779239,0.43638366,0.84518635,0.44442865,0.9161894,0.48507297,0.8848295,0.49452674,0.9284425,0.6014168,0.9085173,0.6051372,0.8444484,0.33873987,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8612505,0.30637705,0.8698406,0.33443123,0.81944525,0.34301275,0.87893933,0.43810675,0.84476006,0.44565025,0.9184745,0.48740762,0.87950367,0.496368,0.9322075,0.60288733,0.8995039,0.60544693,0.84464294,0.338722,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8615355,0.3067684,0.8717622,0.33670604,0.8208521,0.34600282,0.8798689,0.43768287,0.8469553,0.44588977,0.91789514,0.47733042,0.89122134,0.48606768,0.92815447,0.5975514,0.9184341,0.59927243,0.84630716,0.34135443,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86143094,0.30679572,0.86980027,0.33393678,0.8183503,0.34395298,0.88010186,0.4365178,0.8464505,0.44553754,0.9228754,0.47755358,0.89049864,0.4888571,0.9327858,0.5986438,0.91526604,0.60320735,0.8440753,0.33894488,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.23589902,0.23503959,0.23826388,0.32482824,0.17941801,0.34600955,0.24895063,0.5237313,0.21210222,0.53805333,0.26171768,0.65376025,0.23836172,0.6758747,0.2276738,0.75752175,0.21832447,0.7939335,0.20884094,0.33541888,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8616614,0.30671498,0.8699007,0.33430964,0.81911594,0.34463996,0.8796757,0.43777135,0.84654236,0.44689178,0.9228619,0.48026273,0.89164305,0.49159956,0.9312378,0.59875,0.91415685,0.6037256,0.8445083,0.3394748,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8617323,0.30638424,0.8705773,0.33351105,0.81842995,0.34349158,0.88009405,0.43740952,0.84555113,0.44699642,0.9305412,0.47688797,0.8942909,0.48945463,0.93377745,0.5934437,0.91119665,0.6008861,0.84450364,0.33850133,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.23523179,0.22481713,0.23993698,0.31046283,0.18291144,0.33279333,0.25353393,0.5080585,0.21828666,0.5227973,0.25969538,0.6361833,0.23504749,0.6605524,0.23163727,0.75334895,0.21999311,0.7949153,0.2114242,0.3216281,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86105055,0.30702046,0.86881524,0.33412415,0.8188116,0.34354854,0.87731713,0.43746862,0.8449995,0.44548935,0.9127981,0.4850496,0.8848557,0.49454322,0.9295475,0.60269034,0.9167609,0.6052485,0.8438134,0.33883634,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8612682,0.30695394,0.87040025,0.33408237,0.81839865,0.34438473,0.8803116,0.4374218,0.84666175,0.44654223,0.9229023,0.4767246,0.8929405,0.48793954,0.9314192,0.59400344,0.9192855,0.5986864,0.84439945,0.33923355,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86074775,0.30671,0.86938936,0.33425346,0.8184582,0.34363776,0.87768775,0.43743816,0.845076,0.44557828,0.91356605,0.48066825,0.8869266,0.49028414,0.92805034,0.59863245,0.91972697,0.60176396,0.8439238,0.33894563,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8616053,0.30747044,0.8697837,0.3337847,0.81868726,0.34404144,0.87948716,0.4371877,0.84635466,0.44642255,0.9230384,0.47837374,0.8928532,0.4898575,0.93106186,0.59754497,0.91646117,0.6028946,0.8442355,0.33891308,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86140203,0.30679718,0.87069714,0.33440277,0.81846505,0.3445026,0.8809372,0.43677872,0.8469783,0.4460692,0.9260479,0.47447088,0.8942666,0.48614886,0.93243116,0.5946327,0.91722566,0.60012376,0.8445811,0.33945268,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86140203,0.30679718,0.87069714,0.33440277,0.81846505,0.3445026,0.8809372,0.43677872,0.8469783,0.4460692,0.9260479,0.47447088,0.8942666,0.48614886,0.93243116,0.5946327,0.91722566,0.60012376,0.8445811,0.33945268,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8612796,0.30684742,0.8708625,0.3343531,0.81847584,0.34372005,0.8796671,0.43874693,0.8447102,0.44754347,0.9264809,0.4771989,0.88897,0.48856616,0.9326353,0.5946986,0.90827686,0.60030293,0.84466916,0.33903658,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.861403,0.3067353,0.8692741,0.3349598,0.8190363,0.344296,0.8782759,0.43738997,0.8462287,0.4460244,0.91897565,0.47928932,0.8934536,0.4895219,0.93080103,0.5994563,0.92339975,0.6037885,0.8441552,0.33962792,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.86160755,0.30717164,0.87043,0.33472142,0.8178832,0.34488603,0.87986183,0.43876,0.84596616,0.44802025,0.9241403,0.47515395,0.8944293,0.48654476,0.9317917,0.59330183,0.9209752,0.5984111,0.8441566,0.33980373,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.24065025,0.16986729,0.23448737,0.2526048,0.17685176,0.26421377,0.24216126,0.4690786,0.20697866,0.47944307,0.2430595,0.61358684,0.22786136,0.629677,0.22632556,0.75036556,0.22495262,0.78173107,0.20566957,0.2584093,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8604698,0.3075737,0.8709322,0.33510366,0.8193346,0.34369543,0.8786025,0.43710864,0.8447709,0.4447644,0.9168254,0.48129573,0.8838913,0.49011734,0.92845213,0.5956512,0.9082591,0.5990589,0.8451334,0.33939955,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.859945,0.30744883,0.8723469,0.33578083,0.81848633,0.3456811,0.8813467,0.43863037,0.845684,0.44767198,0.93069595,0.47462854,0.8937848,0.48587304,0.93825835,0.59188795,0.9160865,0.59733033,0.8454166,0.34073097,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8598461,0.30955392,0.87134475,0.33512506,0.81848496,0.34534904,0.8802781,0.43674436,0.84594697,0.4457662,0.92511415,0.47469547,0.89454174,0.4858695,0.9340812,0.59683067,0.92148525,0.6010671,0.84491485,0.34023705,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.25072846,0.25765663,0.23423305,0.34025076,0.1863864,0.3544331,0.23519872,0.5381957,0.20480268,0.5505757,0.26053008,0.66152155,0.2427522,0.6820836,0.22048827,0.76820064,0.21359952,0.8033416,0.21030973,0.34734192,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.859014,0.31007037,0.87093544,0.33408716,0.8197972,0.34343645,0.8773225,0.43644035,0.8438112,0.4446443,0.9195048,0.48141724,0.88855886,0.4910961,0.93012804,0.598775,0.9125633,0.60282725,0.84536636,0.3387618,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.24651347,0.23735812,0.23745051,0.32378298,0.18320255,0.33699784,0.24130611,0.5186497,0.20654212,0.5304051,0.25958458,0.6474087,0.23668359,0.6673902,0.22326985,0.7607337,0.21164611,0.7947563,0.21032652,0.3303904,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.24337725,0.2063636,0.23603319,0.29291326,0.17846172,0.30304965,0.24067333,0.49495992,0.2051963,0.50519025,0.24504538,0.6328532,0.22962777,0.65083176,0.21966386,0.75666946,0.2242445,0.79062563,0.20724745,0.29798144,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8569002,0.3182815,0.8716735,0.33317232,0.8192111,0.34461856,0.87880087,0.43455356,0.84453726,0.44439772,0.92625874,0.4746099,0.89530843,0.48698992,0.93196595,0.5957113,0.9175785,0.6018876,0.8454423,0.33889544,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.24141622,0.17099416,0.23037528,0.257812,0.17812935,0.26924133,0.2384615,0.47061795,0.20617846,0.48203042,0.2469563,0.6125191,0.23346968,0.6307705,0.22880593,0.7424543,0.22562678,0.77591723,0.2042523,0.26352668,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85631937,0.32593754,0.86982405,0.33231032,0.82028484,0.34398404,0.8770521,0.43512464,0.8451608,0.4443519,0.9168332,0.48004648,0.892147,0.49152315,0.9271531,0.5985465,0.9188781,0.6025966,0.84505445,0.33814716,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85631937,0.32593754,0.86982405,0.33231032,0.82028484,0.34398404,0.8770521,0.43512464,0.8451608,0.4443519,0.9168332,0.48004648,0.892147,0.49152315,0.9271531,0.5985465,0.9188781,0.6025966,0.84505445,0.33814716,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85616916,0.32585564,0.8706388,0.33140054,0.819973,0.34291005,0.87749225,0.43399233,0.84443074,0.44345593,0.9208476,0.4774553,0.89232713,0.48952743,0.92817414,0.5949376,0.9145983,0.6010757,0.8453059,0.33715528,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85458326,0.32729697,0.87224,0.3339551,0.82003784,0.3461955,0.8770629,0.435678,0.84307975,0.44473884,0.9144578,0.47714192,0.88786787,0.48702985,0.92806214,0.59745425,0.9184348,0.59929514,0.84613895,0.3400753,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8543046,0.32683003,0.87007725,0.33187097,0.8192422,0.3440615,0.87844324,0.43336058,0.8450894,0.44305724,0.9206281,0.47849643,0.89057654,0.49088544,0.92868423,0.5966775,0.9121277,0.6026676,0.8446597,0.33796623,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85656464,0.3242558,0.86843103,0.3326549,0.81930107,0.34524903,0.87732905,0.43409055,0.845967,0.4440838,0.9172471,0.47717643,0.8938934,0.48979685,0.92971706,0.5975795,0.9244978,0.6042692,0.84386605,0.33895195,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8561002,0.32260093,0.8718896,0.3342074,0.82005805,0.346989,0.88172656,0.43476307,0.8475003,0.44504702,0.9262214,0.47521517,0.89586985,0.48722982,0.9358706,0.5971099,0.92042524,0.60309654,0.84597385,0.3405982,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8561002,0.32260093,0.8718896,0.3342074,0.82005805,0.346989,0.88172656,0.43476307,0.8475003,0.44504702,0.9262214,0.47521517,0.89586985,0.48722982,0.9358706,0.5971099,0.92042524,0.60309654,0.84597385,0.3405982,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8550747,0.32399756,0.8713996,0.33332598,0.8206736,0.34646723,0.8789255,0.43398854,0.8459608,0.44411662,0.92025596,0.4747085,0.89428204,0.48626247,0.9291375,0.59600437,0.91871405,0.60211647,0.84603655,0.33989662,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85695934,0.32179767,0.8713662,0.33373362,0.81972104,0.34676543,0.87997764,0.43477628,0.8461399,0.44489437,0.92235464,0.47198603,0.8937055,0.48334736,0.93253994,0.59593266,0.9194924,0.6016851,0.8455436,0.34024954,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8556137,0.31984743,0.86736965,0.33279067,0.81811,0.34515747,0.87724894,0.43562323,0.84419215,0.44501677,0.9184602,0.48132384,0.8845779,0.49282062,0.93066293,0.600402,0.9060435,0.6058024,0.8427398,0.33897406,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8561122,0.32165834,0.8668297,0.3335878,0.8174386,0.34649822,0.8769722,0.43596968,0.845037,0.4459452,0.91916937,0.47772288,0.8928177,0.49005014,0.92783195,0.59838605,0.9170971,0.60304874,0.8421341,0.340043,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8561122,0.32165834,0.8668297,0.3335878,0.8174386,0.34649822,0.8769722,0.43596968,0.845037,0.4459452,0.91916937,0.47772288,0.8928177,0.49005014,0.92783195,0.59838605,0.9170971,0.60304874,0.8421341,0.340043,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85720825,0.31717438,0.8706937,0.33684748,0.8193758,0.34924063,0.87901014,0.4375318,0.84512275,0.44664478,0.9176306,0.4754558,0.88694125,0.4859835,0.92672503,0.5971427,0.9107418,0.5991813,0.8450347,0.34304404,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85760736,0.3104768,0.8710174,0.33756638,0.8193267,0.3511238,0.880025,0.43766883,0.84603894,0.44755363,0.92159826,0.47764215,0.8903605,0.48964006,0.9305272,0.598542,0.91269076,0.60373896,0.84517205,0.3443451,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85823596,0.31080595,0.87142336,0.3378013,0.81991625,0.35156432,0.88055134,0.43787408,0.84672946,0.4482005,0.92578614,0.4743989,0.89424944,0.48709905,0.9316541,0.5958803,0.91335696,0.6024755,0.8456698,0.3446828,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8591487,0.30957144,0.86837953,0.33611846,0.81723404,0.34914783,0.87883466,0.43693423,0.8453647,0.44715455,0.92357045,0.47744906,0.89131546,0.49092856,0.932551,0.59451145,0.91436386,0.60262555,0.8428068,0.34263313,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.2401948,0.18940844,0.23401468,0.2738631,0.18406978,0.29145464,0.25556192,0.4860621,0.22528796,0.49906066,0.25226358,0.6252773,0.23505843,0.6442452,0.24056928,0.7527937,0.23229997,0.78791904,0.20904222,0.28265887,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.23669389,0.17294732,0.23298977,0.26100984,0.18216817,0.28150237,0.2536223,0.4715623,0.22328208,0.48588416,0.2522134,0.61171764,0.23577166,0.63300526,0.24100232,0.74601585,0.23432215,0.7844564,0.20757897,0.2712561,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.23808089,0.16986756,0.23032205,0.25335476,0.18120472,0.27038938,0.2519571,0.46900988,0.22301619,0.48292834,0.25011036,0.6098338,0.23746005,0.63114554,0.24058504,0.74569714,0.23567532,0.78423834,0.20576338,0.26187205,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.23697577,0.1776921,0.23529632,0.26361632,0.18351649,0.28139073,0.25369936,0.47617248,0.22187968,0.4892812,0.25695726,0.61648005,0.23714773,0.6357282,0.24522293,0.7546625,0.22977696,0.78722155,0.2094064,0.27250353,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8584148,0.30642626,0.8690283,0.33602348,0.81794643,0.3502292,0.87951356,0.436496,0.8464512,0.44707543,0.92384636,0.4757717,0.89283556,0.48958328,0.9325123,0.59489256,0.91592026,0.60472876,0.8434874,0.34312636,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85843307,0.3082338,0.8681302,0.3352377,0.81839955,0.34868848,0.8788373,0.43748727,0.8458585,0.44745776,0.9203078,0.483237,0.8855731,0.49552298,0.9302864,0.5981686,0.9038581,0.60731816,0.8432649,0.3419631,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85688084,0.3081743,0.86875266,0.33499464,0.8185487,0.3482234,0.8778241,0.4372908,0.84476775,0.44684902,0.9172557,0.48428538,0.8839018,0.4956529,0.9295039,0.5989956,0.9052219,0.60760146,0.8436507,0.341609,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85800856,0.30797973,0.86758137,0.33450878,0.81799024,0.34769073,0.87746376,0.43658844,0.8455989,0.44667774,0.91810673,0.47931293,0.8907308,0.49142146,0.9283417,0.5954683,0.9155203,0.6041025,0.84278584,0.34109974,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8578537,0.30802217,0.87074965,0.33681118,0.8186774,0.3506252,0.8798237,0.43734822,0.84610313,0.44801173,0.92605084,0.4713543,0.8977911,0.48344183,0.9317234,0.59400624,0.9196575,0.6018148,0.84471357,0.34371817,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85776085,0.30751577,0.8698037,0.33616143,0.8194651,0.3493809,0.87949437,0.43618688,0.84690684,0.4462112,0.91836834,0.47710013,0.8921241,0.48830754,0.92532885,0.59600675,0.9130177,0.6027827,0.8446344,0.34277117,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85758317,0.30667144,0.8675992,0.33442438,0.8172533,0.34731925,0.8780741,0.43811908,0.8455027,0.4478023,0.9162383,0.4837337,0.88794535,0.4954231,0.9303673,0.6023411,0.9168183,0.60949874,0.84242624,0.3408718,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.24063206,0.1854937,0.24199556,0.2701474,0.18489362,0.28882176,0.25334516,0.48640624,0.21898587,0.4989855,0.2558015,0.6277432,0.23494129,0.6463163,0.24729829,0.75310904,0.2366101,0.78459287,0.21344459,0.27948457,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.2372698,0.17425835,0.24004717,0.2577146,0.18263474,0.2757882,0.250797,0.47210142,0.21673942,0.48521826,0.2526538,0.61228824,0.23886223,0.63210577,0.2442439,0.74721724,0.24415307,0.78465194,0.21134096,0.2667514,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.237448,0.17634936,0.23948693,0.2601636,0.18290937,0.27679086,0.25050756,0.47319072,0.21704347,0.48581287,0.25300774,0.61245453,0.24054542,0.63133204,0.2438778,0.7474446,0.24459286,0.7838208,0.21119815,0.26847723,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8592183,0.30485654,0.8708769,0.33728468,0.8177048,0.34940162,0.881672,0.43928415,0.8465994,0.44917417,0.9284448,0.4727973,0.89543927,0.4835688,0.933032,0.59301776,0.9146472,0.5994457,0.84429085,0.34334314,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85865736,0.3046738,0.87024766,0.33736145,0.81808597,0.3494685,0.8801609,0.43919617,0.8460585,0.44870895,0.92367995,0.47564223,0.8930386,0.48590553,0.9308076,0.59723413,0.914395,0.60284656,0.8441668,0.34341496,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8582851,0.30284655,0.8683545,0.3348309,0.81605095,0.34776035,0.87895405,0.43782395,0.8450257,0.44790933,0.9237816,0.47548422,0.89159393,0.48807237,0.9331979,0.5943456,0.9173356,0.6034449,0.8422027,0.34129563,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.858276,0.3035167,0.86794466,0.3343886,0.816621,0.34806624,0.8793494,0.43758768,0.8457243,0.44792032,0.92329264,0.47850344,0.8895981,0.4917674,0.9319569,0.5958983,0.91151065,0.60512495,0.84228283,0.3412274,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8583927,0.30313566,0.86700743,0.3350851,0.81763643,0.34795052,0.8780751,0.4383853,0.84554404,0.4477828,0.9177422,0.4840386,0.88414353,0.49590886,0.9302457,0.6002252,0.9064655,0.6078963,0.84232193,0.3415178,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.8580701,0.30379736,0.8676012,0.33555657,0.8169228,0.34663528,0.87786704,0.4386076,0.84528583,0.44751763,0.9166431,0.4817556,0.88815206,0.4921481,0.9306394,0.5992633,0.9178156,0.6065776,0.842262,0.34109592,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
0.85892105,0.30348182,0.8676793,0.3356884,0.8166278,0.34793174,0.87990505,0.43782625,0.84658444,0.44744566,0.920568,0.47838774,0.8873596,0.49057397,0.93215513,0.5940678,0.91297954,0.6027715,0.84215355,0.34181008,Subject1_Activity10_jump_cam2_Activity10_jump_cam2,0
