kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,activity,label
0.5233907,0.2927128,0.5206128,0.28132975,0.5225197,0.28010052,0.49132356,0.2842692,0.52517676,0.28523415,0.46602073,0.33027732,0.5409492,0.33060426,0.44978243,0.4016109,0.5609228,0.40273273,0.44345412,0.46074966,0.5733887,0.46334758,0.47340783,0.46250036,0.5241737,0.46448976,0.47135726,0.55217075,0.5389902,0.55384976,0.4750023,0.6264498,0.5377077,0.6316978,Subject1_Activity5_4,0
0.52402705,0.2975246,0.5211634,0.2863393,0.5227189,0.28525463,0.49183154,0.28918046,0.52351964,0.2904755,0.46503267,0.3351016,0.5407781,0.33539432,0.44843608,0.40629053,0.5627834,0.40653569,0.4427084,0.46279448,0.5764535,0.46413907,0.47370186,0.46778682,0.5247411,0.46981645,0.47132754,0.5502049,0.5398051,0.55163574,0.47555953,0.6224933,0.53749335,0.62766474,Subject1_Activity5_4,0
0.5247308,0.31936803,0.52148527,0.30870044,0.52314734,0.30762777,0.48975477,0.31119844,0.52089196,0.31167114,0.46282998,0.3555395,0.53820336,0.3525943,0.4472742,0.42213157,0.5689558,0.4142233,0.44752866,0.46919602,0.5791861,0.468073,0.4732113,0.49392426,0.52359277,0.49484274,0.4730661,0.5918868,0.5422143,0.5922084,0.47277257,0.6465255,0.5398813,0.6535876,Subject1_Activity5_4,0
0.5235478,0.32791126,0.52053964,0.31699574,0.52207065,0.3159401,0.48998767,0.31894937,0.5212353,0.31939515,0.46392632,0.364849,0.5382116,0.3614817,0.44820568,0.4333695,0.5706923,0.42354894,0.45446715,0.47408673,0.5795154,0.4701111,0.47239628,0.51059186,0.5221323,0.5113096,0.47376776,0.6089253,0.54179114,0.6097347,0.4689881,0.6580115,0.5384511,0.6665464,Subject1_Activity5_4,0
0.90665436,0.31808582,0.9105283,0.30909362,0.90202993,0.3067403,0.9051304,0.31143463,0.88482374,0.3045034,0.89221203,0.3535506,0.852544,0.3493146,0.9041201,0.4222697,0.84186995,0.42841277,0.92017126,0.4454383,0.89589626,0.4501711,0.8896554,0.46424475,0.8649687,0.47344887,0.9593217,0.4906638,0.9401614,0.49948326,0.98904085,0.60216886,0.97868395,0.60995954,Subject1_Activity5_4,0
0.8969067,0.31948823,0.9020721,0.31047747,0.89231104,0.30768594,0.90063316,0.31276733,0.8780174,0.30483073,0.8882535,0.35427514,0.8493452,0.34969097,0.8978781,0.42090157,0.84055656,0.4278981,0.91357976,0.4428633,0.8919758,0.4501669,0.8872758,0.46518683,0.86337435,0.47426808,0.95999366,0.48952767,0.9443917,0.49747947,0.9874282,0.60306144,0.9842326,0.6090117,Subject1_Activity5_4,0
0.8931471,0.3200418,0.89865935,0.31067502,0.8881103,0.30825967,0.89824677,0.31279764,0.8740682,0.30563992,0.88613635,0.3543597,0.8477422,0.3503773,0.89671385,0.42065728,0.8408062,0.42842653,0.91301346,0.4417127,0.89172935,0.4493725,0.88496464,0.4641344,0.861169,0.4735025,0.9618794,0.4866124,0.945337,0.49503824,0.98910326,0.5977156,0.9829378,0.6049216,Subject1_Activity5_4,0
0.8835575,0.32123128,0.8908553,0.3118563,0.87848055,0.30831867,0.89519215,0.314191,0.86691207,0.30447468,0.8832019,0.35573134,0.8439682,0.34974018,0.8945122,0.42268604,0.839508,0.42954084,0.9156644,0.44149223,0.89380276,0.44946045,0.8844401,0.46485692,0.86022633,0.47356963,0.9616174,0.48930237,0.94667244,0.49600217,0.9891532,0.60425514,0.98672265,0.6078688,Subject1_Activity5_4,0
0.8810248,0.3223787,0.8879402,0.31297404,0.87603205,0.30940732,0.8914553,0.31444457,0.8634308,0.304428,0.88053447,0.35391194,0.83992845,0.34836295,0.8953891,0.4201038,0.8375909,0.42866114,0.9183225,0.4399303,0.89247847,0.44962138,0.8841937,0.46110588,0.8587641,0.47016683,0.9617348,0.4874098,0.9432918,0.4944548,0.98987645,0.603203,0.98313206,0.60633844,Subject1_Activity5_4,0
0.86857283,0.3205869,0.8763669,0.3109171,0.86311406,0.30795524,0.8837668,0.31318524,0.85285836,0.30464232,0.8769722,0.35264623,0.834346,0.34881198,0.89410144,0.4142632,0.8338341,0.4256065,0.9167263,0.43555936,0.88938296,0.4476648,0.88452387,0.45892516,0.8575615,0.46840066,0.9605233,0.48637146,0.9401407,0.4938075,0.99044144,0.60232085,0.9814815,0.6062389,Subject1_Activity5_4,0
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,0
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,1
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,1
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,1
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,1
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,1
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,1
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,1
0.8642382,0.31714314,0.8718581,0.30762133,0.8584324,0.3052303,0.8806452,0.31048682,0.8466422,0.30366224,0.8757698,0.3520772,0.8281196,0.35154217,0.8969849,0.41121867,0.833136,0.4240012,0.9151514,0.43613535,0.8861931,0.4451196,0.88127214,0.45551774,0.8498005,0.4649021,0.9568667,0.48233104,0.9302989,0.48994932,0.99312145,0.59571,0.97276413,0.5986828,Subject1_Activity5_4,1
0.85213226,0.316605,0.8591057,0.3063102,0.8457395,0.30605504,0.86848015,0.3086562,0.834519,0.30677947,0.8702022,0.35158077,0.81967604,0.3551318,0.89778644,0.41121086,0.83320564,0.4230355,0.9153086,0.4444115,0.8849745,0.44636983,0.88090104,0.45427275,0.847994,0.465189,0.95294905,0.4818701,0.9264019,0.4922469,0.994424,0.59293216,0.98000544,0.6008081,Subject1_Activity5_4,1
0.853041,0.31616372,0.85981226,0.30580458,0.84663105,0.3057096,0.8688059,0.30813727,0.8353843,0.30654278,0.87076265,0.35093355,0.82038987,0.3553341,0.89742726,0.41090873,0.83342355,0.4241117,0.9117679,0.44265682,0.8859588,0.4452264,0.8824342,0.45367143,0.84998006,0.4651568,0.95577717,0.48137903,0.9322597,0.49232718,0.99454546,0.5938689,0.9851943,0.6019575,Subject1_Activity5_4,1
0.85311455,0.31605506,0.86002177,0.30572978,0.84667844,0.30552563,0.86920244,0.30810156,0.8353368,0.30632654,0.8708624,0.35107434,0.8206143,0.35498428,0.89825517,0.4108584,0.8333582,0.42346314,0.91317654,0.44405383,0.88523024,0.44685203,0.8820158,0.4534091,0.84957755,0.46443895,0.9531025,0.48198244,0.9289002,0.49224144,0.99397755,0.5938216,0.98266757,0.60119224,Subject1_Activity5_4,1
0.8529752,0.31639645,0.859989,0.30605394,0.8466116,0.3056745,0.86953014,0.30815017,0.8353861,0.3060184,0.8717472,0.35092083,0.8205058,0.35451114,0.89815944,0.41175488,0.83348554,0.42379612,0.9127434,0.4449578,0.8845393,0.4469808,0.8822345,0.45436174,0.8484859,0.46489614,0.95208323,0.48275506,0.92249626,0.49261683,0.9930528,0.5953155,0.9741556,0.6021257,Subject1_Activity5_4,1
0.85286236,0.31711823,0.8596427,0.3067849,0.84660685,0.30644307,0.8687952,0.30853203,0.83535,0.30630547,0.8708976,0.35037127,0.8202427,0.35506085,0.89803344,0.4099781,0.8331176,0.42462924,0.9146515,0.44489378,0.8862676,0.44687074,0.8838195,0.45314702,0.85112107,0.46484065,0.95577526,0.48251873,0.9319026,0.49390835,0.993349,0.59293103,0.9834388,0.6004117,Subject1_Activity5_4,1
0.8533985,0.31714663,0.86007845,0.30664533,0.84695035,0.3064131,0.8688869,0.30824715,0.8351502,0.30626452,0.87059444,0.35067537,0.820244,0.35472396,0.8985408,0.41175717,0.8342705,0.42500117,0.9164098,0.4455876,0.8883109,0.4470356,0.88261044,0.45432207,0.84988785,0.46560606,0.95368904,0.48245105,0.9283829,0.4934497,0.9924089,0.593176,0.9795594,0.60105973,Subject1_Activity5_4,1
0.85399073,0.3166669,0.8605429,0.30622908,0.84757596,0.30612785,0.8688102,0.30792513,0.8353791,0.30618155,0.8703942,0.35008192,0.8198077,0.3544677,0.8979967,0.41046935,0.8336137,0.42398593,0.91310465,0.44332334,0.8854375,0.4461906,0.8826155,0.45253125,0.84997004,0.46398318,0.9541306,0.48186103,0.9300852,0.49284154,0.9941234,0.59381515,0.9840832,0.6016887,Subject1_Activity5_4,1
0.85399073,0.3166669,0.8605429,0.30622908,0.84757596,0.30612785,0.8688102,0.30792513,0.8353791,0.30618155,0.8703942,0.35008192,0.8198077,0.3544677,0.8979967,0.41046935,0.8336137,0.42398593,0.91310465,0.44332334,0.8854375,0.4461906,0.8826155,0.45253125,0.84997004,0.46398318,0.9541306,0.48186103,0.9300852,0.49284154,0.9941234,0.59381515,0.9840832,0.6016887,Subject1_Activity5_4,1
0.8571064,0.3171111,0.8628522,0.306094,0.85024023,0.30657133,0.86856526,0.30672166,0.83484775,0.3057291,0.8692021,0.3489766,0.81800777,0.35320595,0.8970197,0.41066444,0.8329771,0.42320818,0.90954226,0.44281834,0.88345337,0.44659367,0.88309956,0.45536992,0.84948474,0.46665382,0.95286936,0.48474333,0.9246548,0.49552074,0.993837,0.59434074,0.97748166,0.6030153,Subject1_Activity5_4,1
0.861667,0.3175494,0.866168,0.30674565,0.85506487,0.30726764,0.8682047,0.3071031,0.83673507,0.30569613,0.8673596,0.34802553,0.8173615,0.35226214,0.8971162,0.41061175,0.8342828,0.42414954,0.9125274,0.44515362,0.8850476,0.4471709,0.8825535,0.4539342,0.8491296,0.46532845,0.95079195,0.4843152,0.9194212,0.49582428,0.99173385,0.5922258,0.96895516,0.6009122,Subject1_Activity5_4,1
0.8647348,0.317089,0.8683532,0.30619532,0.8579295,0.3074176,0.8679431,0.30695164,0.83828324,0.30696127,0.8661229,0.3481809,0.81779337,0.35258746,0.8970861,0.41076067,0.8338607,0.4231068,0.91041607,0.44371733,0.8861195,0.44730517,0.882925,0.45356467,0.85204476,0.46590444,0.9538827,0.4838683,0.9337291,0.4960622,0.9948921,0.5945634,0.98879594,0.60549915,Subject1_Activity5_4,1
0.86715853,0.31647232,0.8701357,0.30542144,0.86011046,0.307157,0.8679261,0.30621907,0.8390487,0.30749467,0.8653559,0.34706086,0.8173052,0.35256222,0.8961817,0.40964136,0.83488476,0.4237733,0.90900105,0.44164538,0.88778037,0.44760755,0.88066435,0.45392752,0.8496424,0.4666948,0.95304006,0.48231566,0.9306189,0.49544764,0.9935042,0.59308255,0.98416054,0.60596174,Subject1_Activity5_4,1
0.86859477,0.31549564,0.8711319,0.30487406,0.8617036,0.30640656,0.8676438,0.30662668,0.8403096,0.30753747,0.8651229,0.34841365,0.8178224,0.35279775,0.89555234,0.41177443,0.8353564,0.42360902,0.91033345,0.44365925,0.8885353,0.44796023,0.8808388,0.45405892,0.8503356,0.4665577,0.95293695,0.48238567,0.9310997,0.49543047,0.9934721,0.5919276,0.9849839,0.6053792,Subject1_Activity5_4,1
0.87063056,0.314649,0.87228817,0.30427364,0.8638415,0.3062008,0.8668109,0.30680224,0.84214383,0.30879983,0.8656381,0.34801903,0.81804955,0.35381967,0.8964912,0.41008094,0.83453935,0.4241044,0.90940994,0.44220164,0.88770944,0.44796178,0.88109446,0.45359015,0.8505813,0.4667876,0.9541405,0.48102954,0.9326013,0.49537233,0.99266666,0.59071195,0.9855632,0.6059662,Subject1_Activity5_4,1
0.8719538,0.31457862,0.8738329,0.30421963,0.86488116,0.3058105,0.86849946,0.30696684,0.84198636,0.308164,0.8658967,0.34902835,0.8179003,0.35383046,0.8975161,0.41285026,0.83496946,0.42546776,0.91262054,0.44632354,0.88927805,0.44901103,0.8810738,0.45513853,0.84998304,0.46789354,0.9534831,0.48139316,0.92954034,0.4951279,0.99265665,0.5918787,0.9807009,0.60581213,Subject1_Activity5_4,1
0.8729464,0.31337592,0.8744817,0.30313593,0.86593306,0.30484477,0.8682658,0.30638358,0.84337056,0.30803072,0.865568,0.3484847,0.8192148,0.3540965,0.89522314,0.4114052,0.835903,0.4261084,0.9095751,0.44082674,0.88998777,0.4478674,0.88090914,0.4553833,0.85127735,0.4686861,0.9552428,0.4804781,0.935067,0.49490494,0.99111253,0.591421,0.9851262,0.60669184,Subject1_Activity5_4,1
0.87352955,0.31383395,0.875236,0.30361488,0.86658907,0.3051662,0.86916083,0.30665043,0.8435732,0.30778882,0.86642045,0.34911093,0.81861955,0.3535749,0.8976097,0.41324472,0.834847,0.4249292,0.91228515,0.44523287,0.88786155,0.4478788,0.88140243,0.4558802,0.85067123,0.46851724,0.95300657,0.48430148,0.93080294,0.4978624,0.9930956,0.59321046,0.98421687,0.6073304,Subject1_Activity5_4,1
0.87352955,0.31383395,0.875236,0.30361488,0.86658907,0.3051662,0.86916083,0.30665043,0.8435732,0.30778882,0.86642045,0.34911093,0.81861955,0.3535749,0.8976097,0.41324472,0.834847,0.4249292,0.91228515,0.44523287,0.88786155,0.4478788,0.88140243,0.4558802,0.85067123,0.46851724,0.95300657,0.48430148,0.93080294,0.4978624,0.9930956,0.59321046,0.98421687,0.6073304,Subject1_Activity5_4,1
0.87352955,0.31383395,0.875236,0.30361488,0.86658907,0.3051662,0.86916083,0.30665043,0.8435732,0.30778882,0.86642045,0.34911093,0.81861955,0.3535749,0.8976097,0.41324472,0.834847,0.4249292,0.91228515,0.44523287,0.88786155,0.4478788,0.88140243,0.4558802,0.85067123,0.46851724,0.95300657,0.48430148,0.93080294,0.4978624,0.9930956,0.59321046,0.98421687,0.6073304,Subject1_Activity5_4,1
0.87352955,0.31383395,0.875236,0.30361488,0.86658907,0.3051662,0.86916083,0.30665043,0.8435732,0.30778882,0.86642045,0.34911093,0.81861955,0.3535749,0.8976097,0.41324472,0.834847,0.4249292,0.91228515,0.44523287,0.88786155,0.4478788,0.88140243,0.4558802,0.85067123,0.46851724,0.95300657,0.48430148,0.93080294,0.4978624,0.9930956,0.59321046,0.98421687,0.6073304,Subject1_Activity5_4,1
0.873274,0.31451157,0.87495166,0.3042956,0.8664314,0.30567232,0.86879903,0.30699617,0.84337866,0.30751565,0.86569417,0.3486953,0.81895125,0.35286593,0.89667875,0.4116642,0.83456355,0.42453963,0.90997535,0.44120166,0.8879258,0.44790718,0.88167924,0.45541555,0.8517529,0.46797338,0.9541168,0.48243824,0.9338086,0.49535397,0.99182147,0.59155965,0.98446524,0.6045647,Subject1_Activity5_4,1
0.8729722,0.31344402,0.8747172,0.30328578,0.86606246,0.3046486,0.8686927,0.30653852,0.843008,0.30701917,0.8657817,0.34885842,0.81830114,0.35318595,0.8969925,0.41228747,0.8343267,0.4251622,0.9105782,0.44310644,0.8879463,0.4480888,0.8814735,0.45558962,0.8511779,0.46840754,0.9557425,0.48346198,0.93560964,0.49690625,0.9923901,0.5948196,0.986154,0.608111,Subject1_Activity5_4,1
0.87326306,0.31214166,0.87473583,0.30223593,0.8662694,0.30357832,0.8682629,0.3062645,0.84315807,0.30698687,0.86585397,0.34892488,0.8185224,0.3533491,0.8966606,0.41165212,0.8334816,0.42492652,0.90998507,0.44171372,0.8872494,0.44762754,0.88149464,0.45513034,0.8509846,0.46781296,0.9549312,0.481157,0.9321324,0.4945135,0.9917199,0.59220177,0.9804614,0.60571694,Subject1_Activity5_4,1
0.8732276,0.31159934,0.87455416,0.30161443,0.86620903,0.30315533,0.8678385,0.305666,0.84302455,0.30681655,0.8660094,0.34894374,0.8180604,0.35308236,0.8978781,0.41267118,0.8337471,0.42433527,0.90916985,0.44195554,0.8859307,0.44677296,0.8808803,0.45556065,0.85001224,0.46805257,0.95479745,0.48227108,0.93186134,0.49539286,0.9935536,0.5934665,0.9829442,0.60723203,Subject1_Activity5_4,1
0.872838,0.3112477,0.8743939,0.30152646,0.8656411,0.3028644,0.86824244,0.30630952,0.84303075,0.3071542,0.8654131,0.35041085,0.8198202,0.35357982,0.89633715,0.4141477,0.8343364,0.42457017,0.9109212,0.44286275,0.88985884,0.44802547,0.8810568,0.455788,0.8522197,0.46817687,0.95551234,0.4837725,0.9379365,0.4964532,0.99185306,0.5917323,0.98640984,0.60572267,Subject1_Activity5_4,1
0.8728046,0.31164938,0.8744298,0.30168483,0.86572057,0.30315316,0.8683651,0.3059756,0.84293014,0.30707112,0.865972,0.34902832,0.81866616,0.353951,0.8966324,0.41224095,0.83434594,0.42596942,0.90854675,0.4406844,0.8885123,0.44697165,0.8816771,0.45493713,0.85155123,0.46798995,0.95637447,0.48143587,0.9368372,0.4950828,0.9931655,0.5926648,0.9876038,0.6065252,Subject1_Activity5_4,1
0.76549304,0.40354353,0.7612445,0.38896716,0.75932354,0.3899912,0.7202105,0.39656216,0.73723906,0.4062844,0.6882688,0.48406583,0.7396527,0.50113565,0.6952459,0.59124345,0.75642365,0.6308254,0.7469955,0.66648054,0.7897242,0.7253613,0.6885473,0.694756,0.72475266,0.7034517,0.688594,0.8485823,0.7343082,0.8577697,0.6907545,0.9688569,0.71732557,0.9864503,Subject1_Activity5_5,0
0.7651833,0.403007,0.7608807,0.38842908,0.75903845,0.3893245,0.71964717,0.39598817,0.73694676,0.4053679,0.6872263,0.48264468,0.7398776,0.50031817,0.6963524,0.58699024,0.75634533,0.6315981,0.74923736,0.6531478,0.7911337,0.72101736,0.6886727,0.695222,0.7257134,0.704072,0.6883055,0.85012126,0.7352316,0.85876673,0.6911626,0.97011715,0.7172051,0.98658687,Subject1_Activity5_5,0
0.7647787,0.404531,0.7604582,0.390195,0.758752,0.39098978,0.7194959,0.39759445,0.736506,0.40654907,0.68672323,0.48323146,0.7394218,0.49987116,0.69642323,0.58719563,0.75584173,0.6291385,0.7498681,0.65199834,0.7910349,0.71633124,0.68919766,0.6964223,0.72605366,0.7049724,0.68952054,0.8494866,0.7353952,0.8574612,0.6937427,0.96982133,0.71724993,0.9852535,Subject1_Activity5_5,0
0.76490176,0.40362316,0.7607953,0.38920632,0.7587886,0.39012077,0.7198388,0.39640462,0.7362756,0.40579432,0.6855165,0.48242596,0.73968893,0.4995437,0.6933686,0.58704764,0.75653785,0.6283379,0.7471897,0.65249956,0.7908229,0.71446073,0.6870811,0.6959812,0.7250309,0.70478183,0.6888386,0.8484391,0.7364999,0.85677546,0.6921739,0.968993,0.7181076,0.98482317,Subject1_Activity5_5,0
0.7645337,0.4039722,0.76054454,0.3897226,0.7583731,0.39044693,0.72034186,0.39718294,0.7357077,0.40593228,0.6858949,0.48349372,0.7390347,0.49886668,0.69315326,0.58905596,0.7546069,0.6274702,0.7462827,0.65363353,0.7906393,0.7148228,0.6883791,0.6956797,0.7256705,0.7039006,0.68851185,0.8492187,0.73680204,0.85651064,0.6932325,0.96968734,0.7194355,0.98481846,Subject1_Activity5_5,0
0.76339626,0.40511674,0.757008,0.39213476,0.7586488,0.39214957,0.7147031,0.40045983,0.7370273,0.4075446,0.69016975,0.4864272,0.7377886,0.49988285,0.7004499,0.59773123,0.7548212,0.62780154,0.7540899,0.6583365,0.78951764,0.7158487,0.69118565,0.6961107,0.724888,0.7039017,0.6967741,0.84940076,0.7360224,0.85808116,0.69113255,0.97127193,0.7142822,0.9896398,Subject1_Activity5_5,0
0.76470065,0.40413532,0.7605334,0.38978228,0.7588431,0.39050788,0.7197308,0.3971289,0.73672,0.40597323,0.6859003,0.4834815,0.7386817,0.50005734,0.6924774,0.5880859,0.75451106,0.6301446,0.7455465,0.65609515,0.7895195,0.7225505,0.68656427,0.6959119,0.7236034,0.704635,0.6904525,0.8485386,0.7372111,0.85676974,0.6914386,0.9702043,0.71776456,0.9862481,Subject1_Activity5_5,0
0.7644589,0.4033175,0.7582714,0.3903284,0.75973165,0.3903086,0.71667945,0.39884526,0.7384304,0.4058684,0.69028276,0.48678687,0.738406,0.49913558,0.6934366,0.6000122,0.75207686,0.6277112,0.74496555,0.66151255,0.7832889,0.7214264,0.6909752,0.69776195,0.7244706,0.7055309,0.6997521,0.8527588,0.73613113,0.8616159,0.694217,0.9729458,0.71286035,0.9929228,Subject1_Activity5_5,0
0.7681613,0.40634716,0.7623953,0.39271656,0.76368165,0.39330134,0.72028685,0.39864045,0.7399692,0.40616095,0.68925685,0.48471254,0.7392056,0.4984938,0.68807685,0.59332496,0.75016373,0.6255805,0.7378913,0.6577458,0.78179973,0.7260287,0.69236267,0.6977449,0.7264135,0.7059119,0.6974482,0.858378,0.73412335,0.86624503,0.6950468,0.977243,0.70999205,0.99517673,Subject1_Activity5_5,0
0.7694996,0.40978637,0.7650919,0.3961692,0.76335806,0.39538118,0.7262015,0.4026916,0.74137825,0.4074378,0.6874575,0.48664346,0.7407787,0.49487382,0.6869927,0.600784,0.7485812,0.62894905,0.7322356,0.67071176,0.7773087,0.7304285,0.68123025,0.69659996,0.71610016,0.70364267,0.7008206,0.8500836,0.7372035,0.85590696,0.6989097,0.98155737,0.70273626,0.9955484,Subject1_Activity5_5,0
0.77148986,0.41048035,0.7667836,0.39682427,0.7654845,0.39594367,0.7260985,0.40349758,0.7436022,0.4084987,0.68642265,0.48777953,0.74231845,0.49620587,0.68357587,0.6027378,0.74658936,0.6304311,0.7273695,0.6730246,0.7738996,0.73187196,0.6788808,0.6978461,0.71574515,0.70509404,0.7002377,0.8488524,0.7390304,0.8550837,0.6968558,0.97951114,0.7032551,0.99439764,Subject1_Activity5_5,0
0.77347034,0.4126899,0.7690922,0.39934644,0.76689684,0.39865807,0.72869873,0.4069715,0.74433875,0.41267428,0.6878141,0.49022323,0.7430626,0.49872306,0.6856518,0.604308,0.745995,0.632085,0.7267234,0.6743607,0.77197415,0.7350883,0.6748509,0.69833285,0.71166503,0.7054287,0.698478,0.8487627,0.7403144,0.85487795,0.69572324,0.9792646,0.7046919,0.99522364,Subject1_Activity5_5,0
0.7799803,0.42677924,0.77568465,0.41289335,0.7753173,0.41242442,0.7340274,0.41762984,0.75474584,0.42390934,0.6892733,0.49693894,0.7457222,0.5067854,0.68534994,0.61197335,0.74099904,0.638928,0.7239089,0.69610626,0.76451606,0.74923575,0.66693777,0.7044631,0.7036946,0.71233445,0.7033885,0.8498409,0.7367684,0.8570833,0.706438,0.98457646,0.70328087,0.9999615,Subject1_Activity5_5,0
0.78633493,0.43903384,0.78275126,0.42513704,0.78126174,0.42558098,0.7414361,0.42791545,0.757348,0.4368813,0.69109434,0.50298476,0.74539036,0.51765364,0.68430704,0.61598605,0.74011254,0.6494568,0.71950966,0.69846004,0.76164174,0.75880355,0.65984833,0.7076018,0.6952215,0.71720874,0.7004299,0.84611434,0.73544496,0.8552448,0.7069653,0.9800749,0.7068931,0.9974566,Subject1_Activity5_5,0
0.78692025,0.4467855,0.78253925,0.43236825,0.7837608,0.43273476,0.7389063,0.4329086,0.7629022,0.44172117,0.68982905,0.5053643,0.74585885,0.5222389,0.68317056,0.6163866,0.73897034,0.6544407,0.7199001,0.6994159,0.7613187,0.7647111,0.6578443,0.7105066,0.6938254,0.7213946,0.7034842,0.8496767,0.73287433,0.86071616,0.7097778,0.98296934,0.70555633,1.0,Subject1_Activity5_5,0
0.7911512,0.45755312,0.7871874,0.44335985,0.7874802,0.44397128,0.74265736,0.44362098,0.76318246,0.45357656,0.6893733,0.5135957,0.74437934,0.53256404,0.6797719,0.62658226,0.73978734,0.66666114,0.71862054,0.7047636,0.76520926,0.7736063,0.65324044,0.7141028,0.68833256,0.7261249,0.70126885,0.85193104,0.731733,0.8644521,0.70790136,0.98394793,0.7056553,1.0,Subject1_Activity5_5,0
0.7911006,0.46423465,0.787312,0.44990215,0.7871423,0.45094898,0.74334466,0.44962865,0.76273274,0.4606437,0.68979853,0.51782745,0.74367356,0.5370458,0.68099225,0.62950945,0.7366684,0.66867685,0.7201765,0.71007764,0.7646762,0.7776098,0.6499164,0.71307904,0.684235,0.72549355,0.7040171,0.84526587,0.7334652,0.8586439,0.7112456,0.9777633,0.705496,0.9999671,Subject1_Activity5_5,0
0.793029,0.47295535,0.7897277,0.45819125,0.7887175,0.45971006,0.74678963,0.4563566,0.7629415,0.46811643,0.69216496,0.5239733,0.7425954,0.542868,0.68631035,0.6416289,0.74011916,0.6768411,0.72661173,0.72564435,0.77136964,0.77928376,0.646059,0.7167833,0.6783987,0.72878224,0.7011695,0.8471694,0.73197275,0.86082745,0.7087666,0.9772885,0.70707947,0.99994683,Subject1_Activity5_5,0
